,id,question,label,group,prediction,correct
361,SP-144_SR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  When a man leaves for a business trip one morning, he discovers that he left some paperwork at his office. Sir, don't get on the plane, the night watchman commands as he stops him as he runs into his office to retrieve it. Last night, I had a dream that the plane would crash and everyone would perish. He honors his word, and the man decides not to go. As expected, the plane crashes, killing everyone on board. The following morning, the man rewards the watchman with $1,000 for saving his life before dismissing him. Why did he let go of the watchman who kept him alive?

What is the correct answer to the question from the following choices?
(A) The boss thought one thousand dollars is too much for a reward.
(B) The watchman was fired for not warning the man in advance.
(C) The watchman was fired for sleeping on the job.
(D) [MASK]
.",2,SR,0,0
362,SP-144_CR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  When a woman is about to leave for an overseas conference, she realizes she left her presentation slides at her workplace. ""Miss, don't board the ship,"" the security guard pleads as he stops her while she dashes into the office to fetch them. ""I had a dream last night that the ship would sink and everyone aboard would drown."" Heeding his warning, she decides not to go. As predicted, the ship sinks, with no survivors. The next day, the woman rewards the guard with a $5,000 bonus for saving her life before letting him go. Why did she dismiss the guard who saved her life?

What is the correct answer to the question from the following choices?
(A) The woman thought five thousands dollars is too much for a reward.
(B) The security guard was fired for sleeping on duty.
(C) The watchman was fired for not warning the woman in advance.
(D) [MASK]
.",1,CR,0,0
363,SP-145,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  A man was looking through a 6th floor window,  thought for a minute then jumped,  but did not die or get hurt at all. How?

What is the correct answer to the question from the following choices?
(A) He was as strong as a superman to avoid hurt.
(B) He jumped in the window. He was outside the window to wash it.
(C) [MASK]
(D) None of above.",1,OG,0,0
364,SP-145_SR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  A man was staring out a sixth-floor window when he decided to jump. He did not perish or get any injuries. How?

What is the correct answer to the question from the following choices?
(A) He jumped in the window. He was outside the window to wash it.
(B) He was as strong as a superman to avoid hurt.
(C) He used the collision between his body and walls to slow down.
(D) [MASK]
.",0,SR,0,1
365,SP-145_CR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  A man was in a concert when he jumped on the audience, but nobody got him and he was seriously injured. How did that happen?

What is the correct answer to the question from the following choices?
(A) He jumped so fast that the human eye could not catch the actions.
(B) The audiences all hated him even his music was very attractive.
(C) He wasn't the performer, so when he jumped nobody cared
(D) [MASK]
.",2,CR,0,0
366,SP-148,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  There are two bodies on the floor. They are surrounded by water and broken glass. How did they die?

What is the correct answer to the question from the following choices?
(A) They were little children and were scared to death by the sound of breaking glass.
(B) The bodies were goldfish because their fishbowl got knocked over onto the floor and broke.
(C) The water in the glass was at an extremely low temperature that two people got cold.
(D) [MASK]
.",1,OG,0,0
367,SP-148_SR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  Two bodies are on the floor. They're surrounded by water and shattered glass. How did they perish?

What is the correct answer to the question from the following choices?
(A) They were little children and were scared to death by the sound of breaking glass.
(B) The water in the glass was at an extremely low temperature that two people got cold.
(C) The bodies were goldfish because their fishbowl got knocked over onto the floor and broke.
(D) [MASK]
.",2,SR,2,1
368,SP-148_CR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  They are a couple of friends that are playing in water. Suddenly they get suffocated and die although they had their heads outside the wate?

What is the correct answer to the question from the following choices?
(A) The friends were fish, playing in the water.
(B) They laughed so hard and then they starved for oxygen.
(C) The water was at an extremely low temperature that the firends got cold.
(D) [MASK]
.",0,CR,2,0
369,SP-149,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  What question can someone ask all day long, always get completely different answers, and yet all the answers could be correct?

What is the correct answer to the question from the following choices?
(A) What time is it?
(B) What's the square root of 16?
(C) What is the result of 5317 by 9321.
(D) [MASK]
.",0,OG,0,1
370,SP-149_SR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  What question can someone ask all day and receive radically different responses, yet all of them might be correct?

What is the correct answer to the question from the following choices?
(A) What's the square root of 16?
(B) What time is it?
(C) What is the result of 5317 by 9321.
(D) [MASK]
.",1,SR,1,1
371,SP-149_CR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  What's that one number that when added to numbers, don't change them, but when added in other ways, it does increase the?

What is the correct answer to the question from the following choices?
(A) One.
(B) [MASK]
(C) Zero.
(D) None of above.",2,CR,3,0
372,SP-150,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  Stranger: Does your dog bite? 
Farmer: No. 
All of a sudden the dog bites the stranger on the leg. Yet the farmer was telling the truth! How can this be?

What is the correct answer to the question from the following choices?
(A) It was not the farmer's dog.
(B) The dog just wanted to show its closeness.
(C) The dog never bit the farmer.
(D) [MASK]
.",0,OG,0,1
373,SP-150_SR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  Stranger: Is your dog biting? 
Farmer: No. 
The dog suddenly attacks the stranger on the leg. Nonetheless, the farmer was speaking the truth! How is this possible?

What is the correct answer to the question from the following choices?
(A) The dog just wanted to show its closeness.
(B) It was not the farmer's dog.
(C) The dog never bit the farmer.
(D) [MASK]
.",1,SR,2,0
374,SP-150_CR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  A man was in a restaurant, and asked another person how's the food and the guy recommended some dishes and said they're absolutely astonishing. The food was really bad though. How is that possible?

What is the correct answer to the question from the following choices?
(A) The man lost his sense of taste during the process.
(B) The man ate dishes up quickly and couldn't taste them.
(C) The person that was asked was the owner of the restaurant.
(D) [MASK]
.",2,CR,2,1
375,SP-151,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  Why can't a woman, who is now living in Canada, not be buried in the USA?

What is the correct answer to the question from the following choices?
(A) Because she didn't have a visa.
(B) Because she is still alive.
(C) [MASK]
(D) None of above.",1,OG,0,0
376,SP-151_SR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  Why can't a lady who lives in Canada be buried in the United States?

What is the correct answer to the question from the following choices?
(A) Because she didn't have a visa.
(B) [MASK]
(C) Because she is still alive.
(D) None of above.",2,SR,0,0
377,SP-151_CR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  Why you go to gym everyday, but still can't do a marathon in New York?

What is the correct answer to the question from the following choices?
(A) Since you're not in new york to do the marathon
(B) The marathon in New York is expensive and unaffordable.
(C) You will need government permission to do marathon in New York.
(D) [MASK]
.",0,CR,0,1
378,SP-152,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  A man grabbed a woman's ring and pulled on it, then dropped it. How did this save her life?

What is the correct answer to the question from the following choices?
(A) The ring is too heavy that limited woman's daily life.
(B) The woman was crazy about her ring and lose the tenet of her own life.
(C) They were skydiving, and she was unconscious. 
(D) [MASK]
.",2,OG,0,0
379,SP-152_SR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  A guy grabbed and yanked on a woman's ring before dropping it. What happened to save her life?

What is the correct answer to the question from the following choices?
(A) They were skydiving, and she was unconscious. 
(B) The ring is too heavy that limited woman's daily life.
(C) The woman was crazy about her ring and lose the tenet of her own life.
(D) [MASK]
.",0,SR,0,1
380,SP-152_CR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  A man took several shots heavily and even fell down from the hit, but he still survived. How's that possible?

What is the correct answer to the question from the following choices?
(A) The man has a strong ability to heal himself.
(B) The man is strong enough.
(C) They were whiskey shots.
(D) [MASK]
.",2,CR,0,0
381,SP-153,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  Two women and two doctors walk into an ice cream parlor. They each order an ice cream cone. When their ice cream come, there is only 1 strawberry,1 chocolate and 1 vanilla. How come they didn't complain?

What is the correct answer to the question from the following choices?
(A) One of the women was a doctor.
(B) The ice creams are big enough for more than one people, so the shop think they won't complain.
(C) One of them is kind and didn't complain even though the shop forgets hers.
(D) [MASK]
.",0,OG,2,0
382,SP-153_SR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  Two women and two doctors enter an ice cream shop. Each of them orders an ice cream cone. When their ice cream arrives, there is just one strawberry, one chocolate, and one vanilla flavor. Why didn't they complain?

What is the correct answer to the question from the following choices?
(A) One of them is kind and didn't complain even though the shop forgets hers.
(B) One of the women was a doctor.
(C) The ice creams are big enough for more than one people, so the shop think they won't complain.
(D) [MASK]
.",1,SR,0,0
383,SP-153_CR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  They were eight students, taking an exam with nobody else inside the room. when the time was up, they were only 7 taken tests. How's that possible??

What is the correct answer to the question from the following choices?
(A) One of the students was a examiner.
(B) Two students had the same answer, so they just handed in one paper.
(C) One student handed in a blank paper.
(D) [MASK]
.",0,CR,1,0
384,SP-154,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  There are 50 horses and 50 kings riding along an old dirt road. They came to a peach tree with 50 peaches. Each took one, yet there were still 49 left. How is this possible?

What is the correct answer to the question from the following choices?
(A) The peach tree grew new peaches when the kings were taking.
(B) Several kings refused to take peach as the action is implite.
(C) Each is the name of one of the kings and he's the only one that took one.
(D) [MASK]
.",2,OG,2,1
385,SP-154_SR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  Along an old dirt road, 50 kings are mounted on 50 horses. They arrived at a 50-peach tree. Each took one, there were still 49. How is that even possible?

What is the correct answer to the question from the following choices?
(A) Several kings refused to take peach as the action was implite.
(B) The peach tree grew new peaches when the kings were taking.
(C) Each is the name of one of the kings and he's the only one that took one.
(D) [MASK]
.",2,SR,2,1
386,SP-154_CR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  In an ancient village, 30 warriors are equipped with 30 spears. They encountered a stash of 30 golden coins. Each took one, and yet there were still 29 left. How could this be possible?

What is the correct answer to the question from the following choices?
(A) Some warriors sold their spears to exchange new golden coins.
(B) Each is the name of one of the warriors, and he's the only one who took a coin.
(C) Several warriors refused to take golden coins as the action was implite.
(D) [MASK]
.",1,CR,1,1
387,SP-155,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  Fred is listening to the radio when it suddenly stops playing. Nobody is with Fred and nobody touches the radio. A few seconds later, the radio resumes playing. How can this be?

What is the correct answer to the question from the following choices?
(A) [MASK]
(B) Fred was driving his car through a tunnel.
(C) The car required more electricity to speed up so the radio was cut off.
(D) None of above.",1,OG,1,1
388,SP-155_SR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  When the radio abruptly stops playing, Fred is still listening to it. Fred is alone, and no one plays with the radio. After a brief pause, the radio starts up again. How is this possible?

What is the correct answer to the question from the following choices?
(A) [MASK]
(B) The car required more electricity to speed up so the radio was cut off.
(C) Fred was driving his car through a tunnel.
(D) None of above.",2,SR,2,1
389,SP-155_CR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  Linda is enjoying a music track on her headphones in flight when the music abruptly stops. No one is around Linda and nobody touches her headphones. A moment later, the music starts playing again. How can this be?

What is the correct answer to the question from the following choices?
(A) Linda was on an airplane that just went through turbulence and the interference caused the temporary interruption.
(B) All electricity on the earth is cut down.
(C) [MASK]
(D) None of above.",0,CR,0,1
390,SP-159,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  A man is discovered dead sitting at his desk, alone in the locked office.  He did not commit suicide and there was no weapons in the room. The only clue is a sealed envelope on the desk in front of him.
How did he die?

What is the correct answer to the question from the following choices?
(A) The envelope glue was poisoned and when the man linked the envelope to seal it, he died.
(B) The man got cut mistakenly by the envelope.
(C) The man died from a severe allergic reaction to the envelope's paper.
(D) [MASK]
.",0,OG,0,1
391,SP-159_SR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  A guy is found dead at his desk, alone in the closed office.  He did not commit himself, and no weapons were found in the room. A sealed envelope on the desk in front of him is the sole clue.
How did he pass away?

What is the correct answer to the question from the following choices?
(A) The man died from a severe allergic reaction to the envelope's paper.
(B) The man got cut mistakenly by the envelope.
(C) The envelope glue was poisoned and when the man linked the envelope to seal it, he died.
(D) [MASK]
.",2,SR,0,0
392,SP-159_CR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  Two men are found dead in their house, however there is no sign of one of them killing the other one, neither the sign of any other intruders. How's that possible?

What is the correct answer to the question from the following choices?
(A) They were frightened to death by the sound of thunder and lightning.
(B) They're twins, and their genes let them die together.
(C) They both comitted suiside.
(D) [MASK]
.",2,CR,0,0
393,SP-160,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  What question can never be answered with a Yes?

What is the correct answer to the question from the following choices?
(A) Can you give me your phone number?
(B) [MASK]
(C) Are you asleep?
(D) None of above.",2,OG,0,0
394,SP-160_SR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  What question can never have a Yes answer?

What is the correct answer to the question from the following choices?
(A) Are you asleep?
(B) [MASK]
(C) Can you give me your phone number?
(D) None of above.",0,SR,0,1
395,SP-160_CR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  What question can never be answered with a ""no""?

What is the correct answer to the question from the following choices?
(A) Can you give me your phone number?
(B) Are you awake?
(C) [MASK]
(D) None of above.",1,CR,0,0
396,SP-161,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  You're in a room and there is a ghost in the room, but you're the only one in the room. How is this possible?

What is the correct answer to the question from the following choices?
(A) The ghost is always standing behind you.
(B) You're the ghost.
(C) The ghost is standing on your head.
(D) [MASK]
.",1,OG,1,1
397,SP-161_SR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  You are in a room with a ghost, but you are the only one in the room. What makes this possible?

What is the correct answer to the question from the following choices?
(A) You're the ghost.
(B) The ghost is standing on your head.
(C) The ghost is always standing behind you.
(D) [MASK]
.",0,SR,0,1
398,SP-161_CR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  There is a young woman in her room thinking about her dreams. There is also another dancer in the room that is dancing in her best dress. However, only the young woman can see the dancer. How's that possible?

What is the correct answer to the question from the following choices?
(A) Only the woman pays attention on the dancer.
(B) The dancer is always dancing in front of the woman.
(C) The young woman is seeing herself in a couple of years becoming a dancer.
(D) [MASK]
.",2,CR,0,0
399,SP-162,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  How many gold coins can a leprechaun throw in an empty pot?

What is the correct answer to the question from the following choices?
(A) Infinite number of gold coins.
(B) One. After that, it no longer empty.
(C) It based on the size of the pot.
(D) [MASK]
.",1,OG,2,0
400,SP-162_SR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  What is the maximum number of gold coins a leprechaun can toss into an empty pot?

What is the correct answer to the question from the following choices?
(A) One. After that, it no longer empty.
(B) It based on the size of the pot.
(C) Infinite number of gold coins.
(D) [MASK]
.",0,SR,0,1
401,SP-162_CR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  There were 10 pigeons sitting in a row. A tiger came and caught one of them and ate it. How many pigeons are left for the tiger to eat?

What is the correct answer to the question from the following choices?
(A) Nine.
(B) One.
(C) [MASK]
(D) None of above.",3,CR,3,1
402,SP-163,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  Thomas was caught stealing 27 times in one year, yet he was never arrested. How come?

What is the correct answer to the question from the following choices?
(A) All person stolen are rich and kindess.
(B) Thomas was a baseball player and was stealing bases.
(C) [MASK]
(D) None of above.",1,OG,1,1
403,SP-163_SR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  Despite being caught stealing 27 times in one year, Thomas was never arrested. Why is this so?

What is the correct answer to the question from the following choices?
(A) [MASK]
(B) Thomas was a baseball player and was stealing bases.
(C) All person stolen are rich and kindess.
(D) None of above.",1,SR,1,1
404,SP-163_CR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  There was a guy who was really good at intercepting, however, each time he was caught intercepting, he wasn't being sent to jail. How's that possible?

What is the correct answer to the question from the following choices?
(A) He was intercepting the ball in football and there was no warning for that.
(B) All person intercepted are rich and kindess.
(C) [MASK]
(D) None of above.",0,CR,0,1
405,SP-164,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  Not a single parent objected when the teacher spanked every child in the class. How come?

What is the correct answer to the question from the following choices?
(A) The teacher had informed all the parents in advance about the unique disciplinary approach.
(B) The teacher had informed all the children in advance about the unique disciplinary approach.
(C) [MASK]
(D) None of above.",2,OG,0,0
406,SP-164_SR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  When the instructor spanked every child in the class, not a single parent protested. Why is this so?

What is the correct answer to the question from the following choices?
(A) The teacher had informed all the parents in advance about the unique disciplinary approach.
(B) The teacher had informed all the children in advance about the unique disciplinary approach.
(C) [MASK]
(D) None of above.",2,SR,0,0
407,SP-164_CR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  Mark was in the kitchen cooking everyday and yet he wasn't getting paid. He had to buy all the ingredients and everything himself as well. why?

What is the correct answer to the question from the following choices?
(A) He was a chef and a dad at the same time. when he was home, nobody was paying him to cook
(B) [MASK]
(C) He was so bad at cooking so the boss was unwilling to pay him.
(D) None of above.",0,CR,0,1
408,SP-165,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  Cleopatra and Anthony were near a fish bowl and somehow they died. What happened?

What is the correct answer to the question from the following choices?
(A) Cleopatra and Anthony got attacked by the fish in the bowl.
(B) Cleopatra and Anthony drowned in the fishbowl.
(C) Cleopatra and Anthony were fish and they can't survive without water.
(D) [MASK]
.",2,OG,2,1
409,SP-165_SR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  Cleopatra and Anthony perished after being near a fish tank. What occurred?

What is the correct answer to the question from the following choices?
(A) Cleopatra and Anthony were fish and they can't survive without water.
(B) Cleopatra and Anthony drowned in the fishbowl.
(C) Cleopatra and Anthony got attacked by the fish in the bowl.
(D) [MASK]
.",0,SR,0,1
410,SP-165_CR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  Two chickens were passing by a really hungry tiger. Tiger however, saw them but couldn't reach them. What happened?

What is the correct answer to the question from the following choices?
(A) Tigers usually don't eat chicken in the natural.
(B) The tiger was in the zoo.
(C) The chickens smell too bad for the hunger tiger to approach.
(D) [MASK]
.",1,CR,1,1
411,SP-167,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  There is a bomb on top of a computer. Around the computer there is a phone, a hairbrush, keys and a cup. When the explosion comes which item is destroyed first?

What is the correct answer to the question from the following choices?
(A) The phone.
(B) The cup.
(C) [MASK]
(D) None of above.",3,OG,3,1
412,SP-167_SR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  A PC has a bomb on top of it. A phone, a comb, keys, and a cup are arranged around the computer. Which object is destroyed first when the explosion occurs?

What is the correct answer to the question from the following choices?
(A) The phone.
(B) The hairbush.
(C) [MASK]
(D) None of above.",3,SR,3,1
413,SP-167_CR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  A grenade is in a shopping bag. Around the bag, there is a smartphone, a wallet, a bottle of water, and a book. When the detonation occurs, which item is damaged first?

What is the correct answer to the question from the following choices?
(A) The wallet.
(B) [MASK]
(C) The smartphone.
(D) None of above.",3,CR,2,0
414,SP-168,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  Andy is put in a cell with a dirt floor and only one window. The window is too high for him to reach. The only thing in the cell is a shovel. He won't be able to get any food or water and only has two days to escape or he'll die. Andy can't dig a tunnel because it will take him much longer than two days to do it. How will Andy escape from the cell?

What is the correct answer to the question from the following choices?
(A) Andy should use the shovel to reflect sunlight from the window in to seek help.
(B) Andy has to use the shovel to create a pile of dirt under the window so he can climb up onto it and escape from the cell.
(C) Andy has to use the shovel to break the wall of the cell and escape from it.
(D) [MASK]
.",1,OG,2,0
415,SP-168_SR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  Andy is placed in a cell with no windows and a dirt floor. He can't reach the window because it's too high. A shovel is the sole object in the cell. He won't be able to find food or water, and he only has two days to flee or perish. Andy is unable to construct a tunnel since it will take him considerably longer than two days. How will Andy get out of the cell?

What is the correct answer to the question from the following choices?
(A) Andy has to use the shovel to break the wall of the cell and escape from it.
(B) Andy has to use the shovel to create a pile of dirt under the window so he can climb up onto it and escape from the cell.
(C) [MASK]
(D) None of above.",1,SR,0,0
416,SP-168_CR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  A woman is stuck on an isolated island with no food, water, or other human beings. The only things she has are a backpack and a fishing rod. She can't fish because there are no fish in the surrounding waters and she can't drink the seawater. How will she survive?

What is the correct answer to the question from the following choices?
(A) The woman should use the fishing rod to hook onto a passing plane or a bird flying high in the sky, which will then whisk her away to safety.
(B) [MASK]
(C) As the situation is pretty urgent, the woman has no choice but to eat the backpack and fishing rod directly for energy.
(D) None of above.",1,CR,0,0
417,SP-169,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  An elevator is on the ground floor. There are four people in the elevator including me. When the lift reaches the first floor, one person gets out and three people get in. The lift goes up to the second floor, 2 people get out, 6 people get in. It then goes up to the next floor up, no one gets out but 12 people get in. Halfway up to the next floor up the elevator cable snaps, it crashes to the floor. Everyone else dies in the elevator except me. How did I survive?

What is the correct answer to the question from the following choices?
(A) I quickly jumped when the moment the elevator hit the ground.
(B) I got off on the first floor.

(C) [MASK]
(D) None of above.",1,OG,0,0
418,SP-169_SR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  The ground floor has an elevator. In the elevator, there are four individuals, including myself. When the lift arrives at the first floor, one person exits and three people enter. The lift ascends to the second level, 2 people exit, and 6 people enter. It then proceeds to the next floor, where no one exits but 12 individuals enter. The elevator wire snaps halfway up to the next story, and it smashes to the floor. Everyone everyone in the elevator dies except me. How did I make it?

What is the correct answer to the question from the following choices?
(A) [MASK]
(B) I quickly jumped when the moment the elevator hit the ground.
(C) I got off on the first floor.

(D) None of above.",2,SR,1,0
419,SP-169_CR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  There was a heist going on with five different people, but as the plan was expanding to make it better, there were more people that were added. When we were thinking about the car, two people were added. When we were working on the equipment, two other people were added, and one took himself out of the plan. The additions kept happening until there were 20 people. The heist happened, but the police caught everybody except me. How's that possible?

What is the correct answer to the question from the following choices?
(A) I was the person who left the plan when we're working on the equipments.
(B) I was hiding in the bottom of one cars and no police found me.
(C) I was running so fast that even the police cars couldn't catch me.
(D) [MASK]
.",0,CR,0,1
420,SP-170,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  Two boxers are in a match scheduled for 12 rounds. (Pure boxing only. There are no kicking or takedown). One of the boxers gets knocked out after only six rounds, yet no man throws a punch. How is this possible?

What is the correct answer to the question from the following choices?
(A) One of the boxer was knocked out due to the exhaustion.
(B) They only used their heads in the match.
(C) Both the boxers were female.

(D) [MASK]
.",2,OG,0,0
421,SP-170_SR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  A 12-round boxing battle is organized between two boxers. (Only pure boxing. There are no kicks or takedowns allowed). After only six rounds, one of the boxers is knocked out, yet no man throws a punch. What makes this possible?

What is the correct answer to the question from the following choices?
(A) One of the boxer was knocked out due to the exhaustion.
(B) They only used their heads in the match.
(C) Both the boxers were female.

(D) [MASK]
.",2,SR,2,1
422,SP-170_CR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  There were a group of people including artists, doctors, and nurses all in a flight. The flight crashed before getting to the destination but no man was injured nor died. How's that possible??

What is the correct answer to the question from the following choices?
(A) The flight crashed in a remote and uninhabited area with no witnesses.
(B) All the passengers were skilled in crash survival.
(C) All the people on the flight were female.
(D) [MASK]
.",2,CR,0,0
423,SP-171,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  I have a large money box, 10 inches wide and 5 inches tall.  Roughly how many coins can I place until my money box is no longer empty?

What is the correct answer to the question from the following choices?
(A) [MASK]
(B) Fifty.
(C) One.
(D) None of above.",2,OG,3,0
424,SP-171_SR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  I have a small money box that is 5 inches broad by 2 inches height.  How many coins can I put in my money box till the box will no longer be empty?

What is the correct answer to the question from the following choices?
(A) Ten.
(B) [MASK]
(C) One.
(D) None of above.",2,SR,3,0
425,SP-171_CR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  there is a restaurant that can fit 20 people, but the owner is not happy with the number of people coming  to the restaurant. Somebody tries to help him by bringing people for the restaurant. how many does he have to bring until the restaurant wouldn't be empty anymore?

What is the correct answer to the question from the following choices?
(A) One.
(B) Twenty.
(C) [MASK]
(D) None of above.",0,CR,3,0
426,SP-172,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  During which month do people sleep the least?

What is the correct answer to the question from the following choices?
(A) January.
(B) [MASK]
(C) December.
(D) None of above.",1,OG,0,0
427,SP-172_SR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  Which month does the average person sleep the least?

What is the correct answer to the question from the following choices?
(A) January.
(B) [MASK]
(C) February.

(D) None of above.",2,SR,3,0
428,SP-172_CR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  What's the especial day in which all people sleep less than normal days?

What is the correct answer to the question from the following choices?
(A) The final exam for the college.
(B) Winter Solstice since the day is the shortest
(C) The day before their driving test.
(D) [MASK]
.",1,CR,2,0
429,SP-173,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  Laura says that she can throw a ball so that it flies away from her, will change direction suddenly, and then come right back to her all by itself. Is that even possible?

What is the correct answer to the question from the following choices?
(A) Yes, if she throws it straight in the air.

(B) Yes, the wind is so big that the ball actually didn't fly such far.

(C) Yes, there is a rope between the ball and Laura.

(D) [MASK]
.",0,OG,0,1
430,SP-173_SR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  Laura claims that she can toss a ball so that it flies away from her, changes course abruptly, and then returns to her on its own. Is that even conceivable?

What is the correct answer to the question from the following choices?
(A) Yes, there is a rope between the ball and Laura.

(B) Yes, the wind is so big that the ball actually didn't fly such far.

(C) Yes, if she throws it straight in the air!

(D) [MASK]
.",2,SR,2,1
431,SP-173_CR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  I have a friend who claims that he has a especial kite that it's 10 kilograms, however, he can throw it towards a direction and at some point that he can say exactly when, the kite will change directions and comes straight back to him. How's that possible?

What is the correct answer to the question from the following choices?
(A) Your friend has developed a unique technique using specialized magnetic attachments on the kite and a powerful electromagnet placed at a specific location.
(B) The kite is too heavy to fly so the only reasonable answer is that the kite is always thrown towards the sky and because of its weight, it can be expected that at a particular time, it wil change directions and comes straight back to him.
(C) The kite your friend has is made of a special material that is lighter than air. Despite its weight being stated as 10 kilograms, it actually has negative mass, allowing it to defy gravity. 
(D) [MASK]
.",1,CR,2,0
432,SP-174,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  A man pushes his car until he reaches a hotel. When he arrives, he realizes he's bankrupt. What happened?

What is the correct answer to the question from the following choices?
(A) He was tired, and he realized that he had to spend all money to rest in hotel.
(B) The man was pushing his car because it had run out of gas.
(C) He's playing Monopoly and he lands on a space with a hotel and doesn't have the money to pay the fee.
(D) [MASK]
.",2,OG,0,0
433,SP-174_SR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  Until he arrives at a hotel, a man pushes his vehicle. He realizes he is bankrupt when he gets there. What took place?

What is the correct answer to the question from the following choices?
(A) He was tired, and he realized that he had to spend all money to rest in hotel.
(B) He's playing Monopoly and he lands on a space with a hotel and doesn't have the money to pay the fee.
(C) The man was pushing his car because it had run out of gas.
(D) [MASK]
.",1,SR,2,0
434,SP-174_CR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  A tower stands in front of a horse, and the horse jumps over. Both the horse and the tower are fine. Why?

What is the correct answer to the question from the following choices?
(A) The tower is lower than horse.
(B) [MASK]
(C) It is on the chessboard.
(D) None of above.",2,CR,0,0
